ID;Default;Loan_Type;Gender;Degree;Citizenship;Age;Income;Credit_Score;Loan_Length;Signers
953;0;Car ;Male  ;HS      ;Citizen    ;45;76664;635;0;2
954;0;Home;Male  ;HS      ;Citizen    ;33;105360;671;5;2
955;0;Home;Male  ;HS      ;Citizen    ;44;110435;563;4;1
956;0;Car ;Male  ;College ;Citizen    ;52;116523;512;2;2
957;0;Car ;Male  ;HS      ;Citizen    ;48;92426;670;2;2
958;0;Car ;Male  ;HS      ;Citizen    ;37;91139;618;0;2
959;0;Car ;Male  ;HS      ;Citizen    ;40;98178;604;2;2
960;0;Car ;Male  ;HS      ;Citizen    ;27;85700;661;0;2
961;0;Car ;Male  ;College ;Citizen    ;44;98725;618;2;2
962;0;Car ;Female;HS      ;Citizen    ;40;87841;699;2;2
963;0;Car ;Male  ;HS      ;Citizen    ;46;106169;565;2;2
964;0;Home;Male  ;HS      ;Citizen    ;41;92829;682;2;2
965;0;Car ;Male  ;HS      ;Citizen    ;25;81741;523;0;2
966;0;Car ;Male  ;HS      ;Citizen    ;36;78837;574;2;1
967;0;Car ;Female;HS      ;Citizen    ;43;121743;517;1;2
968;0;Home;Male  ;HS      ;Citizen    ;37;90407;608;4;2
969;0;Car ;Female;Graduate;Citizen    ;44;121406;622;2;2
970;0;Car ;Male  ;HS      ;Citizen    ;38;83333;595;0;2
971;0;Home;Female;HS      ;Citizen    ;45;77352;612;4;2
972;0;Home;Male  ;HS      ;Citizen    ;42;91238;645;12;1
973;0;Car ;Female;HS      ;Citizen    ;28;95128;586;0;2
974;0;Car ;Female;College ;Citizen    ;48;123328;641;2;2
975;0;Car ;Male  ;HS      ;Citizen    ;37;75214;488;2;2
976;0;Car ;Female;HS      ;Citizen    ;45;102647;630;1;2
977;0;Car ;Female;HS      ;Citizen    ;47;102850;650;2;2
978;0;Car ;Female;HS      ;Citizen    ;58;98552;661;2;2
979;0;Car ;Male  ;College ;Citizen    ;47;99017;527;2;2
980;0;Home;Female;Graduate;Citizen    ;39;106841;635;13;2
981;0;Car ;Female;HS      ;Citizen    ;38;92303;560;0;2
982;0;Home;Male  ;HS      ;Citizen    ;43;76301;537;3;2
983;0;Car ;Female;College ;Citizen    ;45;90783;667;2;2
984;0;Home;Male  ;HS      ;Citizen    ;39;76488;672;8;2
985;0;Car ;Male  ;HS      ;Citizen    ;42;85484;590;1;2
986;0;Car ;Male  ;HS      ;Citizen    ;47;77810;553;1;2
987;0;Home;Male  ;HS      ;Citizen    ;28;64063;583;6;2
988;0;Home;Male  ;HS      ;Citizen    ;39;112930;617;5;2
989;0;Car ;Male  ;HS      ;Citizen    ;42;106976;552;0;2
990;0;Car ;Female;HS      ;Citizen    ;44;71407;664;1;2
991;0;Car ;Female;HS      ;Citizen    ;40;95594;661;0;2
992;0;Car ;Female;College ;Citizen    ;46;87508;655;1;2
993;0;Car ;Male  ;HS      ;Citizen    ;44;107724;648;1;2
994;1;Car ;Female;College ;Non-citizen;54;91540;650;0;2
995;0;Home;Female;HS      ;Citizen    ;54;88485;614;7;1
996;0;Car ;Female;HS      ;Citizen    ;38;108412;622;0;2
997;0;Car ;Female;College ;Citizen    ;52;117000;602;3;2
998;0;Home;Male  ;HS      ;Citizen    ;36;79377;524;3;2
999;0;Car ;Male  ;HS      ;Citizen    ;42;104840;655;0;2
1000;0;Home;Male  ;HS      ;Citizen    ;34;74649;658;4;2
1001;0;Home;Male  ;HS      ;Citizen    ;45;103598;552;7;2
1002;0;Car ;Female;HS      ;Citizen    ;47;77196;635;0;2
1003;0;Car ;Male  ;HS      ;Citizen    ;52;73936;600;1;2
1004;0;Home;Male  ;HS      ;Citizen    ;27;79007;560;3;2
1005;0;Car ;Female;College ;Citizen    ;50;111821;641;1;2
1006;0;Car ;Male  ;HS      ;Citizen    ;37;102417;590;1;2
1007;0;Car ;Male  ;HS      ;Citizen    ;34;92043;578;2;2
1008;0;Car ;Female;College ;Citizen    ;44;141178;612;0;2
1009;0;Car ;Female;College ;Non-citizen;50;136811;595;2;1
1010;0;Home;Male  ;HS      ;Citizen    ;31;98991;640;7;2
1011;0;Car ;Male  ;HS      ;Citizen    ;33;59393;528;0;2
1012;0;Home;Male  ;HS      ;Citizen    ;29;101886;632;2;2
1013;0;Home;Male  ;College ;Citizen    ;50;100375;578;10;2
1014;0;Car ;Male  ;HS      ;Citizen    ;22;55649;459;0;2
1016;0;Home;Male  ;HS      ;Citizen    ;44;77047;664;5;2
1017;0;Car ;Female;Graduate;Non-citizen;38;135378;720;1;2
1018;0;Car ;Male  ;HS      ;Citizen    ;39;89861;606;0;2
1019;0;Car ;Male  ;HS      ;Citizen    ;42;112390;625;1;2
1020;0;Home;Female;HS      ;Citizen    ;40;82273;590;6;2
1021;0;Car ;Male  ;HS      ;Citizen    ;31;110933;750;0;2
1022;0;Home;Male  ;HS      ;Citizen    ;51;107237;642;6;2
1023;1;Car ;Female;HS      ;Citizen    ;48;97481;631;0;2
1024;0;Car ;Male  ;HS      ;Citizen    ;44;101614;678;3;2
1025;0;Car ;Female;College ;Non-citizen;49;131574;651;2;1
1026;0;Car ;Female;HS      ;Citizen    ;36;81568;626;0;2
1027;0;Home;Male  ;HS      ;Citizen    ;35;87989;678;5;2
1028;0;Car ;Female;HS      ;Non-citizen;49;65788;743;0;2
1029;0;Car ;Male  ;HS      ;Citizen    ;38;63725;574;0;2
1030;0;Home;Male  ;College ;Citizen    ;40;101335;691;6;2
1031;0;Home;Female;HS      ;Citizen    ;37;91958;649;8;2
1032;0;Car ;Female;HS      ;Citizen    ;36;101202;672;0;2
1033;0;Car ;Female;HS      ;Citizen    ;47;109354;640;3;2
1034;0;Car ;Female;HS      ;Citizen    ;36;85825;575;0;2
1035;0;Car ;Female;HS      ;Citizen    ;52;122941;588;0;2
1036;0;Car ;Male  ;College ;Citizen    ;44;98837;624;1;2
1037;0;Home;Male  ;HS      ;Citizen    ;45;101268;625;7;2
1038;0;Car ;Female;Graduate;Non-citizen;53;142959;671;2;1
1039;0;Car ;Male  ;Graduate;Citizen    ;44;93865;637;2;2
1040;0;Home;Male  ;HS      ;Citizen    ;44;73868;577;9;2
1041;0;Home;Male  ;HS      ;Citizen    ;60;109354;631;11;2
1042;0;Home;Female;HS      ;Citizen    ;35;113976;582;8;1
1043;0;Home;Male  ;HS      ;Citizen    ;37;102125;625;3;2
1044;0;Car ;Male  ;College ;Citizen    ;38;65554;471;2;2
1045;1;Home;Female;HS      ;Citizen    ;42;91239;726;8;2
1046;0;Car ;Male  ;HS      ;Citizen    ;48;87479;637;2;2
1047;0;Home;Male  ;College ;Citizen    ;52;75713;552;9;2
1048;0;Car ;Male  ;HS      ;Citizen    ;31;68898;555;0;2
1049;0;Car ;Male  ;College ;Citizen    ;48;66514;558;0;2
1050;1;Car ;Female;HS      ;Citizen    ;45;119518;671;0;2
1051;0;Home;Female;College ;Citizen    ;38;100125;604;6;1
1052;0;Home;Male  ;HS      ;Citizen    ;43;98160;592;9;2
1053;0;Home;Female;College ;Citizen    ;37;98135;607;8;2
1054;0;Home;Female;College ;Citizen    ;40;92532;682;5;2
1055;0;Car ;Female;HS      ;Citizen    ;39;121981;568;0;2
1056;0;Car ;Male  ;HS      ;Citizen    ;42;95048;716;0;1
1057;0;Car ;Female;College ;Citizen    ;57;95454;648;1;2
1058;0;Car ;Female;HS      ;Citizen    ;43;125406;633;3;2
1059;0;Home;Male  ;HS      ;Citizen    ;37;74451;661;2;2
1060;0;Car ;Male  ;HS      ;Citizen    ;49;102846;629;0;2
1061;1;Home;Female;HS      ;Citizen    ;37;118777;633;6;2
1063;0;Car ;Male  ;HS      ;Citizen    ;38;73642;516;0;2
1064;0;Home;Male  ;HS      ;Citizen    ;40;90926;543;5;2
1065;0;Car ;Female;HS      ;Citizen    ;49;116367;680;0;2
1066;0;Home;Male  ;HS      ;Citizen    ;33;96148;674;6;2
1067;0;Home;Male  ;HS      ;Citizen    ;34;105258;590;6;2
1068;0;Car ;Male  ;HS      ;Citizen    ;38;74672;544;0;2
1069;0;Car ;Female;HS      ;Citizen    ;35;77939;630;0;2
1070;0;Home;Male  ;HS      ;Citizen    ;46;78055;587;5;2
1071;0;Car ;Male  ;HS      ;Citizen    ;39;125171;551;2;2
1072;0;Car ;Female;HS      ;Citizen    ;38;64211;615;2;2
1073;0;Home;Male  ;HS      ;Citizen    ;38;102998;540;7;2
1074;0;Home;Male  ;HS      ;Citizen    ;38;62399;544;5;2
1075;0;Car ;Male  ;College ;Citizen    ;43;91217;705;0;2
1076;0;Home;Male  ;HS      ;Citizen    ;48;113063;692;7;2
1077;0;Home;Male  ;HS      ;Citizen    ;37;105306;605;6;2
1078;0;Home;Male  ;HS      ;Citizen    ;45;93313;625;4;2
1079;0;Home;Male  ;HS      ;Citizen    ;47;99015;694;5;2
1080;0;Home;Male  ;HS      ;Citizen    ;39;93493;599;6;2
1081;0;Home;Male  ;HS      ;Citizen    ;40;106081;635;8;2
1082;0;Car ;Male  ;HS      ;Citizen    ;45;85585;590;2;2
1083;0;Car ;Male  ;College ;Citizen    ;45;119690;593;0;2
1084;0;Car ;Male  ;HS      ;Citizen    ;43;107134;616;0;2
1085;0;Home;Male  ;HS      ;Citizen    ;42;91392;655;11;2
1086;0;Car ;Male  ;HS      ;Citizen    ;39;100892;648;1;2
1087;0;Car ;Male  ;HS      ;Citizen    ;42;107847;600;0;2
1088;0;Car ;Male  ;HS      ;Citizen    ;50;69296;637;2;2
1089;0;Home;Male  ;HS      ;Citizen    ;45;81952;581;7;2
1090;0;Car ;Female;College ;Citizen    ;50;98775;694;2;2
1091;1;Car ;Female;College ;Citizen    ;40;112136;716;2;2
1092;0;Car ;Female;HS      ;Citizen    ;36;91909;636;0;2
1093;0;Car ;Female;HS      ;Citizen    ;39;117820;579;2;2
1094;0;Car ;Male  ;HS      ;Citizen    ;44;83852;607;2;2
1095;0;Car ;Female;HS      ;Citizen    ;45;105645;576;0;2
1096;1;Home;Male  ;College ;Citizen    ;45;80338;667;3;2
1097;0;Home;Male  ;College ;Citizen    ;33;89253;619;6;2
1098;0;Home;Male  ;HS      ;Citizen    ;43;88793;597;2;2
1099;1;Home;Male  ;HS      ;Citizen    ;48;97653;614;2;2
1100;0;Car ;Female;College ;Citizen    ;53;116541;716;2;1
1101;0;Car ;Female;College ;Citizen    ;45;85153;603;0;2
1102;0;Home;Female;HS      ;Citizen    ;38;93469;654;6;2
1103;1;Car ;Female;College ;Citizen    ;49;129954;744;3;2
1104;0;Car ;Female;HS      ;Non-citizen;45;120386;592;0;2
1105;0;Home;Male  ;HS      ;Citizen    ;32;55979;587;1;2
1106;0;Car ;Female;HS      ;Citizen    ;46;110429;724;2;1
1107;0;Car ;Male  ;HS      ;Citizen    ;50;105758;626;2;1
1108;0;Home;Male  ;HS      ;Citizen    ;42;82291;516;3;2
1109;0;Car ;Male  ;HS      ;Citizen    ;42;115772;598;1;2
1110;0;Home;Male  ;HS      ;Citizen    ;37;106550;561;9;2
1111;0;Car ;Female;HS      ;Citizen    ;44;82678;582;0;2
1112;0;Home;Male  ;HS      ;Citizen    ;36;96528;528;5;2
1113;1;Car ;Female;College ;Citizen    ;50;123119;646;2;1
1114;0;Home;Male  ;HS      ;Citizen    ;33;82841;467;13;2
1115;0;Home;Male  ;HS      ;Citizen    ;45;112001;552;5;2
1116;0;Home;Male  ;HS      ;Citizen    ;34;85679;572;7;2
1117;0;Home;Male  ;HS      ;Citizen    ;46;116594;675;10;1
1118;0;Car ;Female;HS      ;Citizen    ;46;127430;609;1;2
1119;0;Car ;Female;HS      ;Citizen    ;40;92327;557;0;2
1120;0;Car ;Male  ;College ;Citizen    ;38;59505;527;0;2
1121;0;Car ;Female;College ;Citizen    ;48;111026;589;2;2
1122;0;Car ;Female;College ;Citizen    ;45;93763;625;3;2
1123;0;Home;Male  ;HS      ;Citizen    ;38;69758;489;0;2
1124;0;Car ;Female;College ;Citizen    ;52;121456;615;3;2
1125;0;Home;Male  ;College ;Citizen    ;47;121503;608;9;2
1126;0;Car ;Male  ;HS      ;Citizen    ;45;79233;667;0;2
1127;0;Car ;Male  ;HS      ;Citizen    ;31;97882;685;2;2
1128;0;Car ;Male  ;HS      ;Citizen    ;36;102534;645;0;2
1129;0;Car ;Female;College ;Citizen    ;52;112908;660;0;1
1130;0;Car ;Female;HS      ;Citizen    ;47;100588;632;2;2
1131;0;Home;Male  ;College ;Citizen    ;40;100211;634;13;2
1132;1;Car ;Male  ;HS      ;Citizen    ;44;99806;560;0;2
1133;0;Car ;Male  ;College ;Citizen    ;45;102694;625;1;2
1134;1;Car ;Female;HS      ;Citizen    ;47;96529;642;2;2
1135;0;Car ;Female;College ;Citizen    ;38;116576;610;2;2
1136;0;Car ;Female;HS      ;Citizen    ;45;88567;573;1;2
1137;0;Car ;Female;HS      ;Citizen    ;33;91145;519;0;2
1138;0;Home;Male  ;College ;Citizen    ;44;70608;645;7;2
1139;1;Home;Female;HS      ;Citizen    ;43;98644;618;7;2
1140;0;Car ;Female;College ;Citizen    ;55;113409;680;2;2
1141;0;Car ;Female;HS      ;Non-citizen;45;111282;654;0;2
1142;0;Car ;Female;College ;Citizen    ;50;72220;578;0;2
1143;0;Car ;Female;HS      ;Citizen    ;39;139700;636;1;2
1144;0;Car ;Male  ;HS      ;Citizen    ;41;101906;538;2;2
1145;0;Car ;Male  ;HS      ;Citizen    ;46;77471;556;3;2
1146;0;Home;Female;HS      ;Citizen    ;45;109313;572;7;2
1147;0;Car ;Male  ;HS      ;Citizen    ;36;105238;605;0;2
1148;0;Car ;Female;HS      ;Citizen    ;48;105018;710;2;2
1149;0;Car ;Female;College ;Citizen    ;47;125485;626;2;1
1150;0;Car ;Male  ;College ;Citizen    ;44;104119;577;2;2
1151;0;Home;Female;HS      ;Citizen    ;42;93970;693;5;2
1152;0;Home;Male  ;HS      ;Citizen    ;42;77979;646;6;2
1153;0;Car ;Female;HS      ;Citizen    ;50;113666;672;0;2
1154;0;Home;Male  ;College ;Citizen    ;44;96173;615;9;2
1155;0;Home;Male  ;HS      ;Citizen    ;36;83498;518;4;2
1156;0;Home;Male  ;HS      ;Citizen    ;46;119246;691;7;2
1157;0;Home;Male  ;HS      ;Citizen    ;42;74800;536;5;2
1158;0;Home;Male  ;HS      ;Citizen    ;42;93466;623;2;2
1160;0;Home;Female;College ;Citizen    ;47;112921;689;10;2
1161;0;Car ;Female;College ;Citizen    ;44;106839;657;2;2
1162;0;Car ;Female;HS      ;Citizen    ;38;82795;645;0;2
1163;0;Home;Male  ;HS      ;Citizen    ;40;92513;536;2;1
1164;0;Car ;Male  ;HS      ;Citizen    ;37;84324;665;0;2
1165;0;Car ;Female;HS      ;Citizen    ;46;115588;653;1;2
1166;0;Home;Male  ;HS      ;Citizen    ;35;94711;598;7;2
1167;0;Car ;Male  ;HS      ;Citizen    ;42;58819;636;0;2
1168;0;Home;Male  ;HS      ;Citizen    ;47;90402;658;7;2
1169;0;Car ;Female;HS      ;Citizen    ;35;88892;738;1;2
1171;0;Car ;Male  ;College ;Citizen    ;35;67457;664;2;2
1172;0;Car ;Female;HS      ;Citizen    ;39;101589;636;0;2
1173;0;Car ;Male  ;HS      ;Citizen    ;49;86160;582;2;2
1174;0;Home;Male  ;College ;Citizen    ;37;91784;625;5;2
1175;0;Home;Male  ;HS      ;Citizen    ;36;95911;662;5;2
1176;0;Home;Male  ;HS      ;Citizen    ;48;110571;590;2;2
1177;0;Car ;Female;College ;Citizen    ;37;93485;642;1;2
1178;0;Home;Male  ;HS      ;Citizen    ;39;93650;693;5;2
1179;0;Car ;Female;HS      ;Citizen    ;42;106090;644;0;2
1180;0;Car ;Female;HS      ;Citizen    ;52;83575;725;2;1
1181;0;Home;Male  ;HS      ;Citizen    ;36;100746;613;1;2
1182;0;Home;Male  ;HS      ;Citizen    ;36;82775;502;6;2
1183;0;Car ;Male  ;College ;Citizen    ;42;118592;594;2;2
1184;0;Car ;Female;HS      ;Citizen    ;42;111033;607;3;2
1185;0;Car ;Male  ;College ;Citizen    ;53;112571;676;2;2
1186;0;Home;Male  ;College ;Citizen    ;41;90298;607;8;2
1187;0;Car ;Male  ;HS      ;Citizen    ;40;98249;571;0;2
1188;0;Car ;Female;College ;Citizen    ;35;98057;615;3;1
1189;0;Car ;Female;HS      ;Citizen    ;36;114245;534;0;2
1190;0;Car ;Female;HS      ;Citizen    ;53;94735;637;2;1
1191;0;Car ;Male  ;HS      ;Citizen    ;44;108989;612;2;2
1192;0;Car ;Male  ;HS      ;Citizen    ;31;95416;582;0;2
1193;1;Car ;Female;HS      ;Citizen    ;41;117052;638;2;2
1194;0;Car ;Male  ;HS      ;Citizen    ;47;122781;653;2;2
1195;0;Car ;Female;College ;Citizen    ;43;92476;551;1;2
1196;0;Home;Male  ;HS      ;Citizen    ;35;78251;570;5;2
1197;0;Home;Male  ;HS      ;Citizen    ;44;106567;601;11;1
1198;0;Car ;Male  ;College ;Citizen    ;53;119536;560;2;2
1199;1;Car ;Male  ;HS      ;Citizen    ;53;90420;681;1;2
1200;1;Home;Female;College ;Citizen    ;57;118825;710;12;1
1201;0;Car ;Male  ;College ;Citizen    ;45;121857;638;3;2
1202;0;Car ;Male  ;HS      ;Citizen    ;50;81695;589;0;2
1203;0;Car ;Male  ;HS      ;Citizen    ;40;99874;554;1;2
1204;0;Home;Female;HS      ;Citizen    ;30;65436;589;0;2
1205;0;Home;Male  ;HS      ;Citizen    ;46;102649;581;6;1
1206;0;Car ;Male  ;HS      ;Citizen    ;36;103601;636;3;2
1207;1;Car ;Female;HS      ;Citizen    ;51;126963;686;2;2
1208;0;Home;Female;HS      ;Citizen    ;38;104127;666;4;1
1209;0;Home;Female;HS      ;Citizen    ;38;76570;708;5;2
1210;0;Home;Male  ;HS      ;Citizen    ;39;85507;535;5;2
1211;0;Car ;Male  ;HS      ;Citizen    ;42;66386;454;0;2
1212;0;Car ;Male  ;Graduate;Citizen    ;43;102841;675;0;2
1213;0;Car ;Male  ;HS      ;Citizen    ;39;108303;645;1;2
1214;0;Home;Female;College ;Citizen    ;43;73032;585;7;2
1215;0;Car ;Male  ;HS      ;Citizen    ;31;86023;559;1;2
1216;0;Home;Male  ;College ;Citizen    ;47;97255;613;12;2
1217;0;Home;Male  ;HS      ;Citizen    ;35;70638;535;2;2
1218;0;Home;Female;HS      ;Citizen    ;41;132971;628;5;2
1219;0;Home;Male  ;HS      ;Citizen    ;50;60219;547;6;2
1220;0;Home;Male  ;HS      ;Citizen    ;41;92658;541;7;2
1221;0;Home;Male  ;HS      ;Citizen    ;44;87121;528;5;2
1222;1;Home;Female;College ;Citizen    ;54;105355;698;3;2
1223;0;Home;Male  ;College ;Citizen    ;40;74887;578;5;2
1224;0;Car ;Male  ;College ;Citizen    ;37;70524;593;0;2
1225;0;Car ;Male  ;HS      ;Citizen    ;35;61022;532;2;2
1226;0;Car ;Male  ;HS      ;Citizen    ;45;85810;562;0;2
1227;0;Home;Male  ;HS      ;Citizen    ;45;112330;692;4;2
1228;0;Home;Male  ;HS      ;Citizen    ;39;81765;658;8;1
1229;0;Car ;Female;HS      ;Citizen    ;48;92723;605;0;2
1230;0;Home;Male  ;HS      ;Citizen    ;38;79850;569;7;2
1231;0;Car ;Male  ;HS      ;Citizen    ;43;67235;701;2;2
1232;0;Car ;Female;College ;Citizen    ;50;100680;599;3;1
1233;0;Home;Male  ;HS      ;Citizen    ;38;103340;560;8;2
1234;0;Car ;Female;College ;Non-citizen;41;106651;669;1;2
1235;0;Car ;Female;HS      ;Citizen    ;44;124451;723;0;2
1236;0;Car ;Female;HS      ;Citizen    ;34;117835;620;1;2
1237;0;Car ;Female;HS      ;Citizen    ;40;103534;631;1;2
1238;0;Home;Male  ;HS      ;Citizen    ;24;71836;675;5;2
1239;0;Car ;Male  ;HS      ;Citizen    ;37;97335;647;1;2
1240;1;Car ;Male  ;Graduate;Citizen    ;41;134819;655;2;2
1241;0;Car ;Male  ;HS      ;Citizen    ;37;107560;621;1;2
1242;0;Home;Male  ;HS      ;Citizen    ;39;72243;725;5;2
1243;0;Car ;Female;HS      ;Citizen    ;38;102463;547;0;2
1244;0;Car ;Male  ;College ;Citizen    ;45;104142;522;2;2
1245;0;Home;Female;College ;Citizen    ;40;115813;685;10;1
1246;0;Home;Male  ;HS      ;Citizen    ;29;48601;562;2;2
1247;0;Home;Male  ;HS      ;Citizen    ;42;100293;600;2;2
1248;0;Car ;Male  ;HS      ;Citizen    ;47;129402;684;2;2
1249;0;Car ;Male  ;Graduate;Citizen    ;41;68241;506;1;2
1250;0;Home;Female;HS      ;Citizen    ;39;111124;671;5;2
1251;0;Car ;Female;HS      ;Citizen    ;54;109932;649;0;2
1252;0;Car ;Male  ;HS      ;Citizen    ;52;93400;681;2;1
1253;0;Car ;Male  ;HS      ;Citizen    ;34;81283;614;2;2
1254;0;Car ;Male  ;College ;Citizen    ;49;122325;815;3;1
1255;0;Car ;Male  ;HS      ;Citizen    ;42;98947;574;0;2
1256;1;Car ;Male  ;College ;Citizen    ;48;129023;718;3;2
1257;0;Car ;Female;HS      ;Citizen    ;38;72236;625;0;2
1258;0;Home;Male  ;College ;Citizen    ;44;100239;581;7;2
1259;0;Home;Male  ;HS      ;Citizen    ;32;89534;531;7;2
1260;0;Home;Male  ;College ;Citizen    ;38;105069;559;8;2
1261;0;Car ;Female;HS      ;Citizen    ;40;93418;526;1;2
1262;0;Car ;Male  ;HS      ;Citizen    ;37;94374;601;1;2
1263;1;Car ;Female;College ;Citizen    ;44;113661;753;3;1
1264;0;Car ;Female;HS      ;Citizen    ;45;78848;661;2;1
1265;0;Car ;Male  ;HS      ;Citizen    ;35;83072;630;2;2
1266;0;Car ;Male  ;HS      ;Citizen    ;42;98761;631;2;2
1267;0;Car ;Male  ;College ;Citizen    ;49;93148;653;1;2
1268;0;Car ;Male  ;HS      ;Citizen    ;39;102320;644;1;2
1269;0;Car ;Female;HS      ;Citizen    ;49;110658;594;0;1
1270;0;Car ;Male  ;HS      ;Citizen    ;54;94028;587;1;2
1271;0;Car ;Female;HS      ;Citizen    ;52;85075;657;1;2
1272;0;Car ;Male  ;HS      ;Citizen    ;39;76516;525;0;2
1273;0;Home;Male  ;HS      ;Citizen    ;45;78650;606;6;2
1274;0;Home;Female;HS      ;Citizen    ;43;103136;594;7;2
1275;0;Home;Female;HS      ;Citizen    ;35;72272;662;5;1
1276;0;Car ;Female;College ;Citizen    ;47;111690;604;2;2
1277;0;Car ;Female;HS      ;Citizen    ;46;102067;505;0;2
1278;0;Home;Male  ;HS      ;Citizen    ;32;71611;586;7;2
1279;0;Car ;Male  ;HS      ;Citizen    ;29;95687;623;0;2
1280;0;Car ;Male  ;HS      ;Citizen    ;42;95740;591;3;2
1281;1;Car ;Female;Graduate;Citizen    ;41;76918;645;0;2
1282;0;Home;Male  ;HS      ;Citizen    ;43;100152;523;4;2
1283;0;Home;Female;HS      ;Citizen    ;48;93852;564;8;2
1284;0;Car ;Female;HS      ;Citizen    ;42;111015;616;1;2
1285;0;Home;Female;HS      ;Citizen    ;44;74457;661;7;2
1286;0;Car ;Male  ;Graduate;Non-citizen;58;104720;670;2;2
1287;0;Car ;Male  ;College ;Non-citizen;42;91711;608;2;2
1288;0;Car ;Male  ;College ;Citizen    ;37;81712;594;1;2
1289;0;Car ;Male  ;College ;Citizen    ;42;103246;711;2;2
1290;0;Home;Male  ;HS      ;Citizen    ;34;71177;557;8;2
1291;0;Home;Male  ;HS      ;Citizen    ;32;81877;652;7;2
1292;0;Car ;Female;HS      ;Citizen    ;45;91868;590;1;2
1293;0;Car ;Male  ;HS      ;Citizen    ;42;118095;783;3;1
1294;1;Car ;Female;College ;Citizen    ;50;123149;668;2;2
1295;0;Car ;Male  ;HS      ;Citizen    ;43;73429;592;0;2
1296;0;Car ;Female;College ;Citizen    ;50;133490;664;1;2
1297;0;Car ;Female;College ;Citizen    ;52;109154;677;0;2
1298;0;Car ;Female;College ;Citizen    ;46;102072;697;2;2
1299;0;Car ;Male  ;HS      ;Citizen    ;39;108771;627;3;2
1300;0;Car ;Male  ;Graduate;Non-citizen;54;94095;747;1;2
1301;0;Car ;Female;Graduate;Citizen    ;48;103509;701;0;2
1302;1;Car ;Female;Graduate;Non-citizen;58;110395;707;1;2
1303;0;Car ;Male  ;College ;Non-citizen;39;81210;590;1;2
1304;0;Car ;Female;HS      ;Citizen    ;36;95604;581;0;2
1305;0;Home;Male  ;HS      ;Citizen    ;36;99023;580;4;2
1306;0;Car ;Female;HS      ;Citizen    ;39;66437;631;0;2
1307;0;Car ;Female;HS      ;Citizen    ;46;108527;617;2;1
1308;0;Car ;Male  ;HS      ;Citizen    ;31;72903;546;2;2
1309;0;Car ;Male  ;Graduate;Citizen    ;54;91534;631;2;2
1310;0;Car ;Male  ;HS      ;Citizen    ;38;85303;579;2;2
1311;0;Car ;Female;HS      ;Citizen    ;53;97180;702;1;2
1312;0;Car ;Male  ;HS      ;Citizen    ;42;67681;581;1;2
1314;1;Car ;Female;Graduate;Citizen    ;47;122899;620;2;2
1315;1;Car ;Male  ;College ;Citizen    ;37;132393;648;0;2
1316;0;Car ;Male  ;HS      ;Citizen    ;40;94832;548;0;2
1317;1;Car ;Female;College ;Citizen    ;44;121667;620;2;2
1318;0;Car ;Male  ;HS      ;Citizen    ;47;119588;614;0;2
1319;0;Car ;Male  ;HS      ;Citizen    ;49;98805;644;1;2
1320;0;Home;Male  ;HS      ;Citizen    ;33;79937;541;0;2
1321;0;Car ;Male  ;HS      ;Citizen    ;42;70726;702;0;2
1322;1;Car ;Female;College ;Citizen    ;42;91830;521;2;2
1323;0;Car ;Female;HS      ;Citizen    ;49;103814;765;2;2
1324;0;Car ;Male  ;HS      ;Citizen    ;45;105343;613;1;2
1325;1;Car ;Male  ;College ;Citizen    ;38;115190;577;1;2
1326;0;Car ;Male  ;HS      ;Citizen    ;55;115171;736;2;2
1327;0;Car ;Male  ;College ;Citizen    ;37;85113;596;2;2
1328;0;Car ;Male  ;HS      ;Citizen    ;51;113810;638;2;2
1329;0;Car ;Female;HS      ;Citizen    ;47;95159;621;0;2
1330;1;Car ;Male  ;HS      ;Citizen    ;38;89529;654;0;2
1331;0;Car ;Male  ;HS      ;Citizen    ;46;103748;652;1;2
1332;0;Car ;Male  ;HS      ;Citizen    ;42;111654;558;3;2
1333;0;Car ;Male  ;HS      ;Citizen    ;31;73590;537;0;2
1334;0;Home;Male  ;HS      ;Citizen    ;41;97031;691;7;2
1335;0;Home;Male  ;College ;Citizen    ;44;102112;725;6;2
1336;0;Car ;Female;HS      ;Citizen    ;30;96754;567;0;2
1337;0;Car ;Male  ;College ;Citizen    ;50;84917;627;2;2
1338;1;Car ;Male  ;College ;Citizen    ;44;119778;666;1;2
1339;0;Car ;Female;College ;Citizen    ;42;93672;636;2;2
1340;0;Car ;Male  ;HS      ;Citizen    ;49;110257;551;1;2
1341;0;Home;Male  ;HS      ;Citizen    ;39;99049;552;3;2
1342;1;Car ;Male  ;College ;Citizen    ;53;86532;589;1;2
1343;0;Home;Male  ;HS      ;Citizen    ;33;87421;606;3;2
1344;0;Home;Female;HS      ;Citizen    ;49;101868;727;5;2
1345;0;Car ;Female;College ;Citizen    ;35;122956;501;2;2
1346;0;Home;Male  ;HS      ;Citizen    ;39;80743;585;3;2
1347;0;Home;Female;HS      ;Citizen    ;40;102569;662;6;2
1348;1;Car ;Female;College ;Citizen    ;47;140368;736;0;2
1349;0;Car ;Male  ;HS      ;Citizen    ;44;108300;617;0;2
1350;0;Car ;Female;Graduate;Citizen    ;51;101050;681;1;2
1351;0;Home;Male  ;HS      ;Citizen    ;43;99254;545;9;2
1352;0;Home;Male  ;HS      ;Citizen    ;34;95940;520;4;2
